Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-2096.229	-2404.567	308.3376	1.602506	0.2571311	0.68818	0.31182	2.998561
6	-2097.129	-2403.854	306.7256	1.507123	0.3210671	0.618965	0.381035	3.90829
12	-2100.631	-2406.913	306.2813	1.357763	0.4447053	0.598144	0.401856	4.106663
18	-2094.661	-2401.536	306.8744	1.449692	0.34104	0.684667	0.315333	3.830778
24	-2099.012	-2404.35	305.3376	1.308364	0.6367799	0.771519	0.228481	4.497459
30	-2102.627	-2406.745	304.1188	1.233485	0.4637564	0.654078	0.345922	5.367059
36	-2091.318	-2397.334	306.0158	1.148868	0.6154791	0.732535	0.267465	4.221456
42	-2101.365	-2407.494	306.1287	1.181512	0.5807665	0.598271	0.401729	4.167534
48	-2100.373	-2408.371	307.998	1.309396	0.5398518	0.731913	0.268087	3.04293
54	-2096.86	-2403.911	307.0516	1.357066	0.4223599	0.722354	0.277646	3.688559
60	-2099.156	-2407.294	308.1374	1.613342	0.4903121	0.686606	0.313394	2.824045
66	-2096.917	-2405.169	308.252	1.54969	0.4287676	0.607966	0.392034	2.858687
72	-2113.753	-2422.411	308.6577	1.763256	0.2845617	0.612999	0.387001	2.665063
78	-2110.549	-2418.439	307.8898	1.778601	0.3078076	0.742974	0.257026	3.087605
84	-2117.84	-2425.029	307.1888	1.40673	0.4508772	0.747514	0.252486	3.550102
90	-2100.762	-2408.316	307.5542	1.425568	0.6199212	0.73469	0.26531	3.167036
96	-2119.969	-2428.365	308.3952	1.428516	0.7824704	0.765321	0.234679	2.526098
102	-2100.546	-2409.053	308.5067	1.608915	0.565331	0.753341	0.246659	2.526098
108	-2112.765	-2421.607	308.8421	1.604302	0.8954827	0.676869	0.323131	2.044581
114	-2105.903	-2412.612	306.7092	1.385685	0.7988552	0.673886	0.326114	3.551036
120	-2107.716	-2414.877	307.161	1.45471	0.5172978	0.563692	0.436308	3.472751
126	-2103.213	-2410.594	307.381	1.272653	0.7343806	0.621105	0.378895	3.269649
132	-2103.654	-2411.842	308.1876	1.425536	0.5332636	0.767059	0.232941	2.865127
138	-2098.407	-2405.732	307.3241	1.320501	0.6125591	0.692558	0.307442	3.371077
144	-2114.718	-2421.067	306.3494	1.385476	0.3850925	0.66083	0.33917	4.11597
150	-2122.652	-2430.278	307.6261	1.366005	0.371523	0.629585	0.370415	3.406307
156	-2108.926	-2416.258	307.331	1.352366	0.5462947	0.720145	0.279855	3.406307
162	-2103.05	-2410.131	307.0809	1.305654	0.4471026	0.720145	0.279855	3.675238
168	-2090.714	-2397.558	306.844	1.418593	0.4471026	0.598148	0.401852	3.746893
174	-2110.692	-2418.573	307.8808	1.490433	0.4796881	0.646649	0.353351	3.063501
180	-2127.337	-2436.44	309.1024	1.720247	0.5262525	0.658032	0.341968	2.113886
186	-2108.783	-2417.794	309.0111	1.528505	0.5919445	0.658032	0.341968	2.232505
192	-2117.724	-2426.821	309.0973	1.755299	0.454509	0.743829	0.256171	2.172884
198	-2101.827	-2411.101	309.2739	1.711059	0.6501499	0.709283	0.290717	1.883512
204	-2099.467	-2408.672	309.2051	1.678252	0.6103226	0.646663	0.353337	1.989732
210	-2122.692	-2431.695	309.0023	1.636946	0.6718883	0.519033	0.480967	2.094777
216	-2124.11	-2433.118	309.008	1.629353	0.5537122	0.666246	0.333754	2.206502
222	-2110.602	-2419.906	309.3039	1.608868	0.3940331	0.649134	0.350866	2.206502
228	-2104.35	-2413.371	309.0212	1.731999	0.4233395	0.649134	0.350866	2.273396
234	-2122.319	-2430.722	308.4036	1.454851	0.554276	0.742582	0.257418	2.695612
240	-2117.053	-2425.445	308.392	1.545834	0.5629567	0.588568	0.411432	2.63861
246	-2105.39	-2413.234	307.8434	1.453078	0.5408774	0.707558	0.292442	3.048531
252	-2114.232	-2422.93	308.698	1.449161	0.500559	0.714678	0.285322	2.570244
258	-2108.148	-2415.866	307.718	1.449161	0.4239543	0.614664	0.385336	3.243514
264	-2110.049	-2417.866	307.8168	1.574352	0.3024021	0.657282	0.342718	3.259558
270	-2106.45	-2414.211	307.7611	1.574352	0.2949712	0.741056	0.258944	3.302651
276	-2106.643	-2414.301	307.6581	1.574352	0.3519579	0.66178	0.33822	3.288758
282	-2112.686	-2419.592	306.9059	1.565743	0.3075661	0.70372	0.29628	3.788561
288	-2094.982	-2400.819	305.8371	1.217938	0.4348975	0.630113	0.369887	4.447397
294	-2106.973	-2414.514	307.5408	1.30927	0.4498012	0.630113	0.369887	3.402567
300	-2096.033	-2403.798	307.7647	1.53847	0.3756715	0.640386	0.359614	3.218148
306	-2090.134	-2398.49	308.3566	1.4341	0.3756715	0.683457	0.316543	2.926993
312	-2099.328	-2405.847	306.5188	1.486716	0.3756715	0.614513	0.385487	3.972289
318	-2113.721	-2419.723	306.0021	1.520519	0.2728031	0.654565	0.345435	4.376612
324	-2130.052	-2437.386	307.3342	1.40547	0.2419739	0.654565	0.345435	3.727395
330	-2117.11	-2426.36	309.2503	1.559935	0.3669603	0.668811	0.331189	2.307039
336	-2115.922	-2423.478	307.5562	1.596402	0.3825315	0.697473	0.302527	3.299037
342	-2101.946	-2409.421	307.474	1.443816	0.5922953	0.684843	0.315157	3.227378
348	-2105.669	-2413.921	308.2518	1.619772	0.3578986	0.740664	0.259336	2.900117
354	-2097.287	-2404.744	307.457	1.310413	0.4588841	0.708388	0.291612	3.441553
360	-2107.892	-2415.182	307.2902	1.313906	0.4937448	0.669018	0.330982	3.502089
366	-2110.595	-2417.22	306.6257	1.377899	0.4937448	0.55009	0.44991	3.849688
372	-2104.171	-2411.541	307.3702	1.361742	0.3447212	0.75708	0.24292	3.590515
378	-2103.309	-2411.253	307.944	1.474176	0.4752888	0.679702	0.320298	3.039907
384	-2096.352	-2404.441	308.0897	1.529458	0.567231	0.621603	0.378397	2.829661
390	-2086.347	-2394.942	308.5944	1.422689	0.3920366	0.728111	0.271889	2.769992
396	-2094.119	-2401.399	307.2808	1.46629	0.4884967	0.67704	0.32296	3.423666
402	-2089.044	-2397.693	308.6489	1.46976	0.463589	0.684032	0.315968	2.626709
408	-2091.273	-2399.324	308.0517	1.318724	0.5139168	0.697695	0.302305	3.029935
414	-2108.877	-2415.355	306.4777	1.307965	0.4722118	0.55216	0.44784	3.99546
420	-2107.156	-2414.821	307.6654	1.517075	0.5328433	0.714941	0.285059	3.124095
426	-2097.513	-2405.117	307.6043	1.421153	0.6307661	0.714941	0.285059	3.130818
432	-2102.523	-2408.809	306.2858	1.212595	0.5996927	0.695898	0.304102	4.04456
438	-2113.997	-2420.371	306.374	1.232083	0.8695014	0.709322	0.290678	3.787225
444	-2112.663	-2419.615	306.952	1.270491	0.6350677	0.671639	0.328361	3.598972
450	-2107.508	-2415.178	307.6702	1.270491	0.7355858	0.624608	0.375392	3.098478
456	-2098.22	-2405.359	307.1385	1.329131	0.4584091	0.660505	0.339495	3.616661
462	-2098.175	-2406.324	308.1494	1.424109	0.6093004	0.6953	0.3047	2.819664
468	-2104.278	-2412.962	308.6842	1.519743	0.7561762	0.747571	0.252429	2.306501
474	-2096.084	-2404.444	308.3598	1.453686	0.5041048	0.690643	0.309357	2.771952
480	-2093.534	-2402.257	308.7226	1.453686	0.5730519	0.673063	0.326937	2.480902
486	-2108.534	-2415.178	306.6442	1.343363	0.815631	0.818717	0.181283	3.602034
492	-2104.622	-2412.775	308.1523	1.262241	0.5978448	0.693997	0.306003	2.925939
498	-2108.919	-2417.1	308.181	1.274232	0.5978448	0.650128	0.349872	2.901414
504	-2098.868	-2406.351	307.483	1.22817	0.7010886	0.777812	0.222188	3.260811
510	-2106.206	-2413.213	307.0079	1.2854	0.5660584	0.548547	0.451453	3.616092
516	-2108.214	-2415.75	307.5357	1.27991	0.5630321	0.643532	0.356468	3.313527
522	-2102.953	-2410.075	307.1213	1.390312	0.5734786	0.715825	0.284175	3.482492
528	-2106.073	-2413.382	307.309	1.53774	0.2946206	0.72226	0.27774	3.589005
534	-2099.59	-2407.884	308.2939	1.57477	0.4046061	0.703377	0.296623	2.845545
540	-2115.279	-2422.6	307.3211	1.28138	0.7724034	0.566621	0.433379	3.27217
546	-2112.122	-2418.139	306.017	1.182775	0.4458095	0.617178	0.382822	4.354618
552	-2117.598	-2423.256	305.6584	1.159334	0.439014	0.652569	0.347431	4.576589
558	-2107.403	-2415.853	308.4496	1.361981	0.5486714	0.737547	0.262453	2.729639
564	-2115.568	-2423.963	308.3946	1.378368	0.4585582	0.657484	0.342516	2.843671
570	-2107.548	-2415.424	307.8765	1.378368	0.4585582	0.692572	0.307428	3.154568
576	-2112.915	-2421.19	308.2752	1.425754	0.4090993	0.73297	0.26703	2.94175
582	-2114.565	-2422.84	308.2754	1.479963	0.713608	0.665792	0.334208	2.621539
588	-2126.768	-2434.534	307.7655	1.420737	0.607255	0.606398	0.393602	3.054812
594	-2124.298	-2433.009	308.7109	1.986508	0.3247024	0.765138	0.234862	2.435453
600	-2115.694	-2424.562	308.8679	1.564649	0.4596341	0.683411	0.316589	2.435453
606	-2119.97	-2428.794	308.8232	1.564649	0.5144559	0.615322	0.384678	2.405409
612	-2117.189	-2425.644	308.455	1.443259	0.587635	0.699167	0.300833	2.64021
618	-2119.742	-2427.769	308.0263	1.47752	0.4930879	0.693521	0.306479	2.970469
624	-2139.543	-2447.604	308.0612	1.436486	0.571244	0.673829	0.326171	2.89956
630	-2129.704	-2437.901	308.1969	1.588965	0.6004419	0.679022	0.320978	2.697794
636	-2138.494	-2446.971	308.4769	1.493291	0.4827964	0.652625	0.347375	2.697794
642	-2123.596	-2430.911	307.3146	1.389572	0.5364959	0.789598	0.210402	3.403117
648	-2119.85	-2427.753	307.9032	1.556806	0.4625792	0.648311	0.351689	3.027989
654	-2113.285	-2421.424	308.139	1.386895	0.6607237	0.648311	0.351689	2.804948
660	-2102.527	-2411.816	309.2894	1.496251	0.5116458	0.535269	0.464731	2.153469
666	-2096.301	-2406.058	309.7574	1.579917	0.5723733	0.693255	0.306745	1.71688
672	-2098.988	-2408.015	309.0271	1.816554	0.4693523	0.662926	0.337074	2.161861
678	-2094.759	-2404.072	309.3129	1.744412	0.5518046	0.64958	0.35042	1.931396
684	-2091.126	-2400.444	309.3186	1.625554	0.7067981	0.73687	0.26313	1.859883
690	-2102.091	-2409.504	307.4136	1.492419	0.7067981	0.562685	0.437315	3.140968
696	-2101.974	-2409.221	307.2468	1.37365	0.3866454	0.67365	0.32635	3.605399
702	-2105.899	-2411.77	305.8715	1.525538	0.3609592	0.765069	0.234931	4.335186
708	-2117.531	-2423.451	305.9198	1.410369	0.4371581	0.595115	0.404885	4.28971
714	-2106.251	-2414.224	307.973	1.360541	0.6998031	0.763739	0.236261	2.890133
720	-2116.882	-2425.418	308.5353	1.597096	0.6998031	0.599756	0.400244	2.397195
726	-2104.597	-2413.53	308.9335	1.607746	0.4949252	0.599756	0.400244	2.328459
